[DEBUG] 2025-05-19 21:31:06.843 [main] LoggerProviders - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
[DEBUG] 2025-05-19 21:31:07.099 [main] HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
[DEBUG] 2025-05-19 21:31:07.099 [main] HibernatePersistenceProvider - Checking persistence-unit [name=PracticaFinal, explicit-provider=null] against incoming persistence unit name [Multas]
[DEBUG] 2025-05-19 21:31:07.099 [main] HibernatePersistenceProvider - Excluding from consideration due to name mis-match
[DEBUG] 2025-05-19 21:31:07.100 [main] HibernatePersistenceProvider - Found no matching persistence units
[DEBUG] 2025-05-20 10:02:01.149 [main] LoggerProviders - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
[DEBUG] 2025-05-20 10:02:02.243 [main] HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
[DEBUG] 2025-05-20 10:02:02.243 [main] HibernatePersistenceProvider - Checking persistence-unit [name=Multas, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [Multas]
[DEBUG] 2025-05-20 10:02:02.245 [main] ProviderChecker - Persistence-unit [Multas] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
[DEBUG] 2025-05-20 10:02:02.303 [main] LogHelper - PersistenceUnitInfo [
	name: Multas
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/home/alumno/eclipse-workspace/PracticaFinal/build/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		hibernate.connection.autocommit: false
		hibernate.use_sql_comments: true
		hibernate.connection.driver_class: oracle.jdbc.driver.OracleDriver
		hibernate.default_schema: HR
		hibernate.dialect: org.hibernate.dialect.Oracle10gDialect
		hibernate.format_sql: false
		hibernate.generate_statistics: false
		hibernate.connection.username: HR
		hibernate.connection.url: jdbc:oracle:thin:@localhost:1521:XE
		hibernate.show_sql: false
		hibernate.connection.password: hr
		hibernate.connection.pool_size: 5]
[DEBUG] 2025-05-20 10:02:02.349 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2025-05-20 10:02:02.361 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2025-05-20 10:02:02.454 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[DEBUG] 2025-05-20 10:02:02.483 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.envers.boot.internal.EnversIntegrator].
[INFO ] 2025-05-20 10:02:02.925 [main] Version - HHH000412: Hibernate ORM core version 5.4.13.Final
[DEBUG] 2025-05-20 10:02:02.927 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2025-05-20 10:02:03.431 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2025-05-20 10:02:03.520 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2025-05-20 10:02:03.535 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2025-05-20 10:22:12.006 [main] PropertyBinder - Building property nombre
[DEBUG] 2025-05-20 10:22:12.007 [main] AnnotationBinder - Binding entity from annotated class: es.ubu.lsi.model.multas.TipoIncidencia
[DEBUG] 2025-05-20 10:22:12.007 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2025-05-20 10:22:12.007 [main] EntityBinder - Import with entity name TipoIncidencia
[DEBUG] 2025-05-20 10:22:12.008 [main] EntityBinder - Bind entity es.ubu.lsi.model.multas.TipoIncidencia on table TipoIncidencia
[DEBUG] 2025-05-20 10:22:12.009 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.TipoIncidencia), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.009 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2025-05-20 10:22:12.009 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [es.ubu.lsi.model.multas.TipoIncidencia:id]
[DEBUG] 2025-05-20 10:22:12.009 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2025-05-20 10:22:12.010 [main] PropertyBinder - Building property id
[DEBUG] 2025-05-20 10:22:12.010 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, assigned, , ...)
[DEBUG] 2025-05-20 10:22:12.010 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.TipoIncidencia), mappingColumn=descripcion, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.011 [main] PropertyBinder - MetadataSourceProcessor property descripcion with lazy=false
[DEBUG] 2025-05-20 10:22:12.011 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [es.ubu.lsi.model.multas.TipoIncidencia:descripcion]
[DEBUG] 2025-05-20 10:22:12.011 [main] SimpleValueBinder - building SimpleValue for descripcion
[DEBUG] 2025-05-20 10:22:12.011 [main] PropertyBinder - Building property descripcion
[DEBUG] 2025-05-20 10:22:12.011 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='tipoIncidencia'}
[DEBUG] 2025-05-20 10:22:12.012 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.TipoIncidencia), mappingColumn=incidencias, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.012 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.TipoIncidencia), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.013 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.TipoIncidencia), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.013 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.TipoIncidencia), mappingColumn=incidencias_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.014 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='incidencias_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2025-05-20 10:22:12.014 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='tipoIncidencia'}
[DEBUG] 2025-05-20 10:22:12.014 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='tipoIncidencia'}
[DEBUG] 2025-05-20 10:22:12.014 [main] CollectionBinder - Collection role: es.ubu.lsi.model.multas.TipoIncidencia.incidencias
[DEBUG] 2025-05-20 10:22:12.015 [main] PropertyBinder - Building property incidencias
[DEBUG] 2025-05-20 10:22:12.016 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.TipoIncidencia), mappingColumn=valor, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.016 [main] PropertyBinder - MetadataSourceProcessor property valor with lazy=false
[DEBUG] 2025-05-20 10:22:12.016 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [es.ubu.lsi.model.multas.TipoIncidencia:valor]
[DEBUG] 2025-05-20 10:22:12.016 [main] SimpleValueBinder - building SimpleValue for valor
[DEBUG] 2025-05-20 10:22:12.016 [main] PropertyBinder - Building property valor
[DEBUG] 2025-05-20 10:22:12.017 [main] AnnotationBinder - Binding entity from annotated class: es.ubu.lsi.model.multas.Conductor
[DEBUG] 2025-05-20 10:22:12.017 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2025-05-20 10:22:12.017 [main] EntityBinder - Import with entity name Conductor
[DEBUG] 2025-05-20 10:22:12.017 [main] EntityBinder - Bind entity es.ubu.lsi.model.multas.Conductor on table Conductor
[DEBUG] 2025-05-20 10:22:12.018 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=nif, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.018 [main] PropertyBinder - MetadataSourceProcessor property nif with lazy=false
[DEBUG] 2025-05-20 10:22:12.018 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [es.ubu.lsi.model.multas.Conductor:nif]
[DEBUG] 2025-05-20 10:22:12.018 [main] SimpleValueBinder - building SimpleValue for nif
[DEBUG] 2025-05-20 10:22:12.018 [main] PropertyBinder - Building property nif
[DEBUG] 2025-05-20 10:22:12.019 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(nif)]), nif, assigned, , ...)
[DEBUG] 2025-05-20 10:22:12.019 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=apellido, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.019 [main] PropertyBinder - MetadataSourceProcessor property apellido with lazy=false
[DEBUG] 2025-05-20 10:22:12.019 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [es.ubu.lsi.model.multas.Conductor:apellido]
[DEBUG] 2025-05-20 10:22:12.019 [main] SimpleValueBinder - building SimpleValue for apellido
[DEBUG] 2025-05-20 10:22:12.019 [main] PropertyBinder - Building property apellido
[DEBUG] 2025-05-20 10:22:12.020 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=direccion, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.021 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=ciudad, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.021 [main] PropertyBinder - MetadataSourceProcessor property ciudad with lazy=false
[DEBUG] 2025-05-20 10:22:12.022 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [es.ubu.lsi.model.multas.Conductor.direccion:ciudad]
[DEBUG] 2025-05-20 10:22:12.022 [main] SimpleValueBinder - building SimpleValue for ciudad
[DEBUG] 2025-05-20 10:22:12.022 [main] PropertyBinder - Building property ciudad
[DEBUG] 2025-05-20 10:22:12.022 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=cp, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.022 [main] PropertyBinder - MetadataSourceProcessor property cp with lazy=false
[DEBUG] 2025-05-20 10:22:12.023 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [es.ubu.lsi.model.multas.Conductor.direccion:cp]
[DEBUG] 2025-05-20 10:22:12.023 [main] SimpleValueBinder - building SimpleValue for cp
[DEBUG] 2025-05-20 10:22:12.023 [main] PropertyBinder - Building property cp
[DEBUG] 2025-05-20 10:22:12.023 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=direccion, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.024 [main] PropertyBinder - MetadataSourceProcessor property direccion with lazy=false
[DEBUG] 2025-05-20 10:22:12.024 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [es.ubu.lsi.model.multas.Conductor.direccion:direccion]
[DEBUG] 2025-05-20 10:22:12.024 [main] SimpleValueBinder - building SimpleValue for direccion
[DEBUG] 2025-05-20 10:22:12.024 [main] PropertyBinder - Building property direccion
[DEBUG] 2025-05-20 10:22:12.024 [main] PropertyBinder - Building property direccion
[DEBUG] 2025-05-20 10:22:12.024 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='conductor'}
[DEBUG] 2025-05-20 10:22:12.025 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=incidencias, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.025 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.025 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.025 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=incidencias_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.025 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='incidencias_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2025-05-20 10:22:12.025 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='conductor'}
[DEBUG] 2025-05-20 10:22:12.026 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='conductor'}
[DEBUG] 2025-05-20 10:22:12.026 [main] CollectionBinder - Collection role: es.ubu.lsi.model.multas.Conductor.incidencias
[DEBUG] 2025-05-20 10:22:12.026 [main] PropertyBinder - Building property incidencias
[DEBUG] 2025-05-20 10:22:12.026 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=nombre, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.026 [main] PropertyBinder - MetadataSourceProcessor property nombre with lazy=false
[DEBUG] 2025-05-20 10:22:12.026 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [es.ubu.lsi.model.multas.Conductor:nombre]
[DEBUG] 2025-05-20 10:22:12.026 [main] SimpleValueBinder - building SimpleValue for nombre
[DEBUG] 2025-05-20 10:22:12.026 [main] PropertyBinder - Building property nombre
[DEBUG] 2025-05-20 10:22:12.027 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=puntos, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.027 [main] PropertyBinder - MetadataSourceProcessor property puntos with lazy=false
[DEBUG] 2025-05-20 10:22:12.027 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [es.ubu.lsi.model.multas.Conductor:puntos]
[DEBUG] 2025-05-20 10:22:12.027 [main] SimpleValueBinder - building SimpleValue for puntos
[DEBUG] 2025-05-20 10:22:12.027 [main] PropertyBinder - Building property puntos
[DEBUG] 2025-05-20 10:22:12.028 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='idauto', referencedColumn='', mappedBy=''}
[DEBUG] 2025-05-20 10:22:12.028 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(HR.Conductor), mappingColumn=vehiculo, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-20 10:22:12.029 [main] PropertyBinder - Building property vehiculo
[DEBUG] 2025-05-20 10:22:12.030 [main] SimpleValueBinder - Starting fillSimpleValue for fecha
[DEBUG] 2025-05-20 10:22:12.030 [main] SimpleValueBinder - Starting fillSimpleValue for nif
[DEBUG] 2025-05-20 10:22:12.030 [main] SimpleValueBinder - Starting fillSimpleValue for anotacion
[DEBUG] 2025-05-20 10:22:12.030 [main] SimpleValueBinder - Starting fillSimpleValue for idauto
[DEBUG] 2025-05-20 10:22:12.030 [main] SimpleValueBinder - Starting fillSimpleValue for ciudad
[DEBUG] 2025-05-20 10:22:12.030 [main] SimpleValueBinder - Starting fillSimpleValue for cp
[DEBUG] 2025-05-20 10:22:12.030 [main] SimpleValueBinder - Starting fillSimpleValue for direccion
[DEBUG] 2025-05-20 10:22:12.030 [main] SimpleValueBinder - Starting fillSimpleValue for nombre
[DEBUG] 2025-05-20 10:22:12.031 [main] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2025-05-20 10:22:12.031 [main] SimpleValueBinder - Starting fillSimpleValue for descripcion
[DEBUG] 2025-05-20 10:22:12.031 [main] SimpleValueBinder - Starting fillSimpleValue for valor
[DEBUG] 2025-05-20 10:22:12.031 [main] SimpleValueBinder - Starting fillSimpleValue for nif
[DEBUG] 2025-05-20 10:22:12.031 [main] SimpleValueBinder - Starting fillSimpleValue for apellido
[DEBUG] 2025-05-20 10:22:12.031 [main] SimpleValueBinder - Starting fillSimpleValue for ciudad
[DEBUG] 2025-05-20 10:22:12.031 [main] SimpleValueBinder - Starting fillSimpleValue for cp
[DEBUG] 2025-05-20 10:22:12.031 [main] SimpleValueBinder - Starting fillSimpleValue for direccion
[DEBUG] 2025-05-20 10:22:12.031 [main] SimpleValueBinder - Starting fillSimpleValue for nombre
[DEBUG] 2025-05-20 10:22:12.031 [main] SimpleValueBinder - Starting fillSimpleValue for puntos
[DEBUG] 2025-05-20 10:22:12.036 [main] PrimaryKey - Forcing column [fecha] to be non-null as it is part of the primary key for table [incidencia]
[DEBUG] 2025-05-20 10:22:12.037 [main] PrimaryKey - Forcing column [nif] to be non-null as it is part of the primary key for table [incidencia]
[DEBUG] 2025-05-20 10:22:12.037 [main] PrimaryKey - Forcing column [idauto] to be non-null as it is part of the primary key for table [vehiculo]
[DEBUG] 2025-05-20 10:22:12.037 [main] PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [tipoincidencia]
[DEBUG] 2025-05-20 10:22:12.037 [main] PrimaryKey - Forcing column [nif] to be non-null as it is part of the primary key for table [conductor]
[DEBUG] 2025-05-20 10:22:12.037 [main] CollectionSecondPass - Second pass for collection: es.ubu.lsi.model.multas.Vehiculo.conductores
[DEBUG] 2025-05-20 10:22:12.037 [main] CollectionBinder - Binding a OneToMany: es.ubu.lsi.model.multas.Vehiculo.conductores through a foreign key
[DEBUG] 2025-05-20 10:22:12.038 [main] CollectionBinder - Mapping collection: es.ubu.lsi.model.multas.Vehiculo.conductores -> Conductor
[DEBUG] 2025-05-20 10:22:12.040 [main] TableBinder - Retrieving property es.ubu.lsi.model.multas.Conductor.vehiculo
[DEBUG] 2025-05-20 10:22:12.040 [main] CollectionSecondPass - Mapped collection key: idauto, one-to-many: es.ubu.lsi.model.multas.Conductor
[DEBUG] 2025-05-20 10:22:12.040 [main] CollectionSecondPass - Second pass for collection: es.ubu.lsi.model.multas.TipoIncidencia.incidencias
[DEBUG] 2025-05-20 10:22:12.040 [main] CollectionBinder - Binding a OneToMany: es.ubu.lsi.model.multas.TipoIncidencia.incidencias through a foreign key
[DEBUG] 2025-05-20 10:22:12.040 [main] CollectionBinder - Mapping collection: es.ubu.lsi.model.multas.TipoIncidencia.incidencias -> Incidencia
[DEBUG] 2025-05-20 10:22:12.040 [main] TableBinder - Retrieving property es.ubu.lsi.model.multas.Incidencia.tipoIncidencia
[DEBUG] 2025-05-20 10:22:12.040 [main] CollectionSecondPass - Mapped collection key: idtipo, one-to-many: es.ubu.lsi.model.multas.Incidencia
[DEBUG] 2025-05-20 10:22:12.041 [main] CollectionSecondPass - Second pass for collection: es.ubu.lsi.model.multas.Conductor.incidencias
[DEBUG] 2025-05-20 10:22:12.041 [main] CollectionBinder - Binding a OneToMany: es.ubu.lsi.model.multas.Conductor.incidencias through a foreign key
[DEBUG] 2025-05-20 10:22:12.041 [main] CollectionBinder - Mapping collection: es.ubu.lsi.model.multas.Conductor.incidencias -> Incidencia
[DEBUG] 2025-05-20 10:22:12.041 [main] TableBinder - Retrieving property es.ubu.lsi.model.multas.Incidencia.conductor
[DEBUG] 2025-05-20 10:22:12.041 [main] CollectionSecondPass - Mapped collection key: nif, one-to-many: es.ubu.lsi.model.multas.Incidencia
[DEBUG] 2025-05-20 10:22:12.042 [main] InFlightMetadataCollectorImpl - Resolving reference to class: es.ubu.lsi.model.multas.Vehiculo
[DEBUG] 2025-05-20 10:22:12.044 [main] InFlightMetadataCollectorImpl - Resolving reference to class: es.ubu.lsi.model.multas.Conductor
[DEBUG] 2025-05-20 10:22:12.044 [main] InFlightMetadataCollectorImpl - Resolving reference to class: es.ubu.lsi.model.multas.TipoIncidencia
[DEBUG] 2025-05-20 10:22:12.112 [main] InFlightMetadataCollectorImpl - Resolving reference to class: es.ubu.lsi.model.multas.Vehiculo
[DEBUG] 2025-05-20 10:22:12.112 [main] InFlightMetadataCollectorImpl - Resolving reference to class: es.ubu.lsi.model.multas.Conductor
[DEBUG] 2025-05-20 10:22:12.112 [main] InFlightMetadataCollectorImpl - Resolving reference to class: es.ubu.lsi.model.multas.TipoIncidencia
[DEBUG] 2025-05-20 10:22:12.113 [main] ClassLoaderAccessImpl - Not known whether passed class name [es.ubu.lsi.model.multas.Incidencia] is safe
[DEBUG] 2025-05-20 10:22:12.113 [main] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : es.ubu.lsi.model.multas.Incidencia
[DEBUG] 2025-05-20 10:22:12.160 [main] SessionFactoryImpl - Building session factory
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - SessionFactory name : null
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Automatic flush during beforeCompletion(): enabled
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Automatic session close at end of transaction: disabled
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Statistics: disabled
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Default entity-mode: pojo
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Default batch fetch size: -1
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Maximum outer join fetch depth: null
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Default null ordering: NONE
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Order SQL updates by primary key: disabled
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Order SQL inserts for batching: disabled
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - multi-tenancy strategy : NONE
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - JTA Track by Thread: enabled
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Query language substitutions: {}
[DEBUG] 2025-05-20 10:22:12.162 [main] Settings - Named query checking : enabled
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - Second-level cache: disabled
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - Second-level query cache: disabled
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - Second-level query cache factory: null
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - Second-level cache region prefix: null
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - Optimize second-level cache for minimal puts: disabled
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - Structured second-level cache entries: disabled
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - Second-level cache direct-reference entries: disabled
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - Automatic eviction of collection cache: disabled
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - JDBC batch size: 15
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - JDBC batch updates for versioned data: disabled
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - Scrollable result sets: enabled
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - Wrap result sets: disabled
[DEBUG] 2025-05-20 10:22:12.163 [main] Settings - JDBC3 getGeneratedKeys(): disabled
[DEBUG] 2025-05-20 10:22:12.164 [main] Settings - JDBC result set fetch size: null
[DEBUG] 2025-05-20 10:22:12.164 [main] Settings - Connection release mode: AFTER_TRANSACTION
[DEBUG] 2025-05-20 10:22:12.164 [main] Settings - Generate SQL with comments: enabled
[DEBUG] 2025-05-20 10:22:12.164 [main] Settings - JPA compliance - query : disabled
[DEBUG] 2025-05-20 10:22:12.164 [main] Settings - JPA compliance - closed-handling : disabled
[DEBUG] 2025-05-20 10:22:12.164 [main] Settings - JPA compliance - lists : disabled
[DEBUG] 2025-05-20 10:22:12.164 [main] Settings - JPA compliance - transactions : disabled
[DEBUG] 2025-05-20 10:22:12.212 [main] SessionFactoryImpl - Session factory constructed with filter configurations : {}
